player,n_shots,hh_raw,hh_adj,pval
Kemba Walker,138,0.08757028890621518,0.07040062326515828,1.3676822586493556e-23
Klay Thompson,343,0.002990139121015366,-0.012450122384376766,0.0003306712030997937
Alec Burks,112,0.015019530324394889,-0.0047651024690997445,0.47708187691047055
Markieff Morris,258,0.08413155189756996,0.024008045760291755,2.7004465061597033e-06
Marcus Morris,165,0.0517636254560486,0.008493718572835946,0.09419539966471255
Kawhi Leonard,233,0.05893333613992348,-0.010542487612019069,0.009336339259313367
Nikola Vucevic,302,0.03922046354925747,-0.023318013488066548,1.0233910029706347e-06
Tobias Harris,240,-0.010873560668699312,-0.05037873362978039,4.272978874951583e-21
Kenneth Faried,275,0.026614208361773882,0.007562254275242584,0.05582357909690124
Reggie Jackson,194,-0.020236665804627435,-0.04190245237850203,5.131321699610502e-12
Jimmy Butler,177,-0.051711608235629196,-0.04860956929095242,9.65277170384964e-15
Chandler Parsons,290,0.023867935998594495,0.009113520010443124,0.027845408012739797
Jamal Crawford,111,-0.03535110193909445,-0.06562999791197838,3.8106776814692954e-20
Andrew Wiggins,126,0.005979506186469927,-0.005630164973162688,0.30929296554788616
