player,n_shots,hh_raw,hh_adj,pval
LaMarcus Aldridge,61,0.04911122271517373,0.030490106677677934,0.0003325863661052201
Randy Foye,12,0.09947519405147283,0.0832141073640272,0.0007636805418806754
Rudy Gay,69,-0.007224830464181251,-0.025552936066864616,0.006271060723354174
JJ Redick,29,-0.12004965835430906,-0.1406970317002144,4.866552631465083e-18
Mike Dunleavy,15,0.04313790602914984,0.018578148612702825,0.28352056720396207
Kyle Lowry,18,-0.08524554739130569,-0.09129890115873383,5.219476313368941e-08
PJ Tucker,15,0.052995964161322906,0.04914499059370794,0.003761088034049495
Paul Millsap,50,-0.07601645616910738,-0.09480197382144016,2.5364737595189346e-15
Jose Juan Barea,18,0.12510901511927897,0.14316573535373267,4.5029034672019705e-11
Pau Gasol,36,-0.11664015755186298,-0.14810009379068834,3.2837879283850335e-21
Joe Johnson,27,-0.2180251835825585,-0.2470459803125691,1.3814904948382715e-30
Zach Randolph,49,0.036235420746165814,-0.0023334833374364723,0.8291614683136908
Tony Parker,66,0.03365343049672148,0.0041023774405103035,0.6463312904208606
Chris Paul,44,0.00410366351848565,-0.040123833337829914,0.001196694097363134
Anthony Davis,65,-0.04904193426516329,-0.07979981849591457,5.4180240704670763e-14
Bradley Beal,35,-0.040275418333948966,-0.048673418393864416,2.5190054405064757e-05
Dion Waiters,34,-0.04047508246934326,-0.05509508873895426,0.0001328864947896556
Damian Lillard,37,-0.1411723950538262,-0.16180952261695705,3.87980598240284e-21
Terrence Ross,14,-0.35517310526662293,-0.3671057527077376,3.569363348673114e-43
Andre Drummond,80,0.02320746949320431,0.017364408327785835,0.017020680939731483
Harrison Barnes,24,-0.10483238506036278,-0.08416356359824315,1.9490927216526567e-10
Evan Fournier,13,0.061716429159076255,0.051014855799797705,0.00510967934165415
Jared Sullinger,18,-0.11498850439631671,-0.12793979412625628,1.4844064285036905e-14
Tony Wroten,18,0.026909300692427616,0.0012257188685305743,0.9420165653441678
Nene,38,0.07744527084707788,0.04711324733783897,0.0003333950178809554
Draymond Green,9,-0.4595302471365641,-0.4288735225550691,1.0986033429386618e-44
Khris Middleton,43,0.058611794282266115,0.03348447486246625,0.014141230130508768
Carlos Boozer,35,-0.059435244014127336,-0.07474763672044489,1.4698638299036523e-08
Matt Barnes,22,0.16614026072012764,0.1447808266532793,6.8474295633177385e-15
Luis Scola,22,-0.06706886662715844,-0.1053352488496456,4.709597633460491e-10
Victor Oladipo,26,-0.05894610705294782,-0.07775066672870955,4.4212520027835563e-07
Kevin Durant,87,0.05459350484052814,0.02902413125721409,0.00027976485626731785
Al Horford,54,-0.005795461700620389,-0.034537067774419346,0.0003413547108076573
Mike Conley,28,0.041279334841258966,0.025772073591756105,0.03904843454720989
Jeff Green,32,-0.05402412549156424,-0.062103219274726784,3.137743254974372e-05
Corey Brewer,17,-0.16533760929301372,-0.1633769433670052,1.1306729174301723e-18
Joakim Noah,27,0.07967611778468725,0.05137334290833117,0.0009650560807348807
Spencer Hawes,24,0.16311260393298688,0.13642499630127866,8.979758571149639e-13
Thaddeus Young,39,-0.041049643368346676,-0.06013054561371997,1.3322941881412822e-08
Rodney Stuckey,26,-0.13635297284224435,-0.17494110517324887,8.881786913076005e-20
Nick Young,10,0.043579950822597906,0.008535793257957862,0.7040906656787329
Marco Belinelli,18,-0.01728506630725132,-0.04074028742420806,0.032960749351835635
Wilson Chandler,22,-0.06871372138038036,-0.08465648251812324,8.924067690744965e-10
Aaron Brooks,22,0.11997531942887979,0.08891871678931032,7.476726925438635e-07
Arron Afflalo,26,-0.06021635493651861,-0.07449650887501609,3.8269278281748037e-07
Marc Gasol,42,-0.07936607445476801,-0.0943499454769186,5.25344862421326e-13
LeBron James,51,-0.040805836386406336,-0.08169656449455294,4.4901915506452745e-14
Chris Bosh,63,0.1118573362355427,0.06586802740052071,6.800227156113263e-10
Dwyane Wade,66,0.052408226690458755,0.02540485105771392,0.001494892796928594
David West,46,0.06036517266518478,0.01849931664127453,0.1389369355710746
Boris Diaw,31,0.048286091490879694,0.04475039485988266,0.0035897205518928697
Mo Williams,16,0.034305980554813126,-0.002365327014090888,0.8976979506369116
Kyle Korver,27,0.028788441454604,0.001020510965708536,0.9448245593068
Jarrett Jack,12,0.10669497747582281,0.08814541406916662,1.8829350535412453e-05
Dwight Howard,81,0.04035332088881053,0.012735439355270217,0.10803945752528568
Luol Deng,36,-0.01814136253519294,-0.02134236508312429,0.05409434657164259
Al Jefferson,72,0.01925669650942779,-0.020615949473630747,0.014966213563909914
Josh Smith,38,-0.13149238180927825,-0.12777127805675617,3.5641969231710718e-22
J.R. Smith,17,-0.08298333511223874,-0.106856407366765,6.3531634464660535e-09
Jameer Nelson,9,-0.1739974954836074,-0.15323020488727454,1.3053360646732912e-10
Kevin Martin,27,-0.1194422400691517,-0.13335243221963633,9.823595430772733e-17
Ben McLemore,27,0.054318853574427166,0.03487032112334501,0.02348910753729283
Trevor Ariza,29,-0.04202140835931327,-0.03206078530592903,0.006120650508957946
Kentavious Caldwell-Pope,17,-0.10365851289121583,-0.12263749694035372,4.5861170116134944e-10
Michael Carter-Williams,23,0.00707130399270954,0.0007065641112860377,0.9583427880881878
Tim Hardaway Jr.,19,0.02762785257890726,0.014963010297808855,0.37681510438589516
Trey Burke,18,-0.03273219532620511,-0.0523968112093866,0.006163965907839846
Giannis Antetokounmpo,12,-0.03263455054220476,-0.047444166795295166,0.01000670677431051
Channing Frye,17,0.0015112947431563917,-0.02438364477499377,0.24522041724743404
