player,n_shots,hh_raw,hh_adj,pval
Deron Williams,29,0.0307482373404374,0.02543585066633744,0.12733061906688675
Gerald Green,22,-0.0962248727748724,-0.11247371701371717,3.5473552464109635e-12
David Lee,60,0.011733589945597962,0.0044800985861455445,0.6489644255448137
Brandon Bass,25,-0.06157181528471917,-0.09701372161619873,6.766493428046807e-11
CJ Miles,22,0.07077804589675007,0.054721592001248966,0.0016738115787134078
Ersan Ilyasova,26,0.21676237587148195,0.2020406487553052,1.7131549823636235e-27
Monta Ellis,66,0.0665242621896106,0.0581283923561087,3.3375854334320796e-07
Lou Williams,13,-0.004753888819560488,-0.010363200994545536,0.606721097987476
Amir Johnson,32,-0.03487159594715704,-0.04924879865193871,4.203976522208957e-05
Marcin Gortat,85,0.01374398326074503,-0.008143221017734579,0.30367612269724514
Jose Calderon,12,0.016123503831237056,-0.01663433933349004,0.4114439963082046
O.J. Mayo,8,-0.13997500409806912,-0.12614874390854333,2.4345249984942506e-07
Russell Westbrook,27,0.005345852270002989,-0.01456581751936204,0.3053502872032174
Kevin Love,41,0.046101596684497564,0.025575562346324937,0.013299151205566875
Eric Gordon,16,-0.1659960987051571,-0.22959591238695146,1.2689571707046479e-23
D.J. Augustin,13,0.08203054949305794,0.06313559189819787,0.00029509040544872036
Jerryd Bayless,18,-0.02381736833782868,-0.04108677045312401,0.05355384408317627
Robin Lopez,34,-0.09918854064768816,-0.10448685686455145,3.123326122033514e-17
Marreese Speights,27,0.029521654079314105,0.009166729339251303,0.525102966519108
Roy Hibbert,30,-0.0061335595112112055,-0.042823230206824034,0.0031262687124364004
JJ Hickson,30,0.030282261068609,0.027960751326120546,0.028657319117536276
Courtney Lee,23,-0.09947900695685377,-0.12551673495939164,9.263928842368133e-12
Serge Ibaka,61,-0.026959379966903122,-0.04483718323710434,7.028642904575299e-06
Nicolas Batum,23,-0.13082192822934355,-0.14276319453217273,2.4368932271304466e-18
George Hill,16,0.01337170672917757,-0.042622467783856956,0.02451675953616449
Mario Chalmers,16,-0.16098547195614096,-0.1595740401588265,4.173265165599402e-15
Goran Dragic,68,0.06344492180357184,0.04270640278154977,7.502300197253979e-07
Anthony Morrow,8,-0.019424107954832147,-0.030655915350647992,0.1435347603833894
Carmelo Anthony,42,-0.04128674622288206,-0.0866221953451293,7.056487578771782e-11
Blake Griffin,94,0.005439573276623364,-0.02424676753272062,0.00048199425533706277
James Harden,32,0.018923299057965928,-0.0024416111778953874,0.8530892028480206
Tyreke Evans,28,0.09015422031501102,0.0628800771543576,2.4859546621712545e-05
Stephen Curry,48,-0.028025811785205152,-0.04583471511288255,7.686060764664317e-05
Jordan Hill,49,0.12004881801000213,0.09100838103115105,3.046400853728874e-11
DeMar DeRozan,26,0.004988554001838253,-0.002414952156224795,0.8520845979324007
Brandon Jennings,10,0.036501147517872534,0.014801368363139717,0.47574977325142787
Gerald Henderson,38,-0.08270212763882916,-0.0893637479788941,8.752619131904419e-13
Ty Lawson,17,-0.17079994333551313,-0.1972886136478196,6.750738116047131e-18
Jeff Teague,28,-0.03256108651635622,-0.054863996318469485,6.130412593626984e-05
Darren Collison,18,0.04834929562876619,-0.0018334679959632,0.906701357532607
Taj Gibson,26,-0.020400881108945255,-0.045933878497051384,0.0009598939063754845
DeMarre Carroll,32,0.0007474506948927145,-0.006515965238228283,0.6253539284342566
Jodie Meeks,30,-0.028844226265908417,-0.054161430805882954,0.00025791348487807353
Danny Green,17,0.013584327177287183,0.017152447736635955,0.3555585926741973
Wesley Matthews,21,-0.26938620975892485,-0.26812552324571093,3.3686308178929364e-36
Tim Duncan,58,0.016952880912276466,0.007352936344005194,0.43596624325146194
John Wall,27,0.14726081601297264,0.12594229875327115,7.551166414966161e-17
Evan Turner,25,-0.010536193708518498,-0.02634958174694513,0.052231465075484915
Derrick Favors,35,-0.22969444247093906,-0.24954837006834255,1.5331907145701994e-42
Wesley Johnson,12,0.008969982966018218,0.0032046404212539336,0.8782113183060889
DeMarcus Cousins,51,-0.0008675443803269884,-0.043898295695729034,7.43612871039171e-05
Greg Monroe,50,-0.02076226777672036,-0.06223251111819609,2.907664822854925e-08
Gordon Hayward,26,0.06788688952610997,0.017632925581392875,0.23266378007885652
Paul George,12,0.18560641841295367,0.1453080889515877,1.3081263229644766e-10
Eric Bledsoe,25,0.03664200014657118,-0.001469817798968774,0.9108292793429101
Avery Bradley,34,0.042857489922399995,0.019526748981697685,0.16734016809806262
Greivis Vasquez,28,0.041242355889889434,0.03458829939563215,0.009627952502967501
Lance Stephenson,22,0.0896028286507253,0.06007322123281674,7.78809357227009e-05
Timofey Mozgov,29,0.060218954810255736,0.06463005683618596,1.3675168864057229e-09
Jeremy Lin,22,-0.03205129979110939,-0.042584417461675225,0.00985677245404552
Vince Carter,5,-0.18550535408938287,-0.17369732317114234,3.216927247685719e-09
Dirk Nowitzki,52,0.08918471426710964,0.005877395457882333,0.5894571120737906
Paul Pierce,32,0.1559685976227284,0.1130404145032172,3.651786806803466e-13
Manu Ginobili,3,-0.4007876747435572,-0.41788349631788746,7.554387188704979e-25
Isaiah Thomas,14,-0.1792769086642657,-0.22794102866358923,1.612504734750842e-21
Kyrie Irving,42,0.033804220726789944,-0.026626904330805168,0.03168350526999533
Enes Kanter,72,0.05315449957818855,0.0024572248718621402,0.7974904688697492
Tristan Thompson,36,0.03174933600530241,-0.0034167315305831,0.785819132325658
Jonas Valanciunas,59,0.06054939016895963,0.026783748916970287,0.011490817560663865
Brandon Knight,28,-0.004241946699318084,-0.03011467432053174,0.011746654081934337
Kemba Walker,30,0.18580089558704113,0.1706210072777511,1.4961425997433405e-17
Klay Thompson,60,0.07533144600724087,0.06246241591470841,8.507900914111152e-12
Alec Burks,14,-0.07683189883731678,-0.09294650752000884,8.647805273240031e-06
Markieff Morris,50,0.04091920252923039,-0.02761722529049847,0.012931410862119904
Marcus Morris,23,-0.06431183048342154,-0.11132239596857894,5.590637270984999e-08
Kawhi Leonard,42,0.10886800898503646,0.0437072013132128,0.0012906301909027126
Nikola Vucevic,60,-0.07250742566631498,-0.1271791015036033,6.825870833153064e-23
Tobias Harris,38,0.02488840772893219,-0.009218464533206872,0.38583257962246953
Kenneth Faried,62,0.04972045110304055,0.03128638688540773,0.002108306398734041
Reggie Jackson,31,-0.1608013375938804,-0.17732695214391714,2.1089171102523396e-25
Jimmy Butler,19,0.09759210205173678,0.11221747627753832,5.490713876577686e-15
Chandler Parsons,54,0.061454446661548284,0.045492750038724064,3.6895915052043434e-05
Jamal Crawford,7,-0.24963033282241462,-0.29479845090546586,8.72812458004566e-21
Andrew Wiggins,23,0.02334440955677012,0.0060559192804723215,0.6743802264419302
